"Timestamp","Please provide your Worker's ID.","All the agents know which goal they are trying to reach.","Multiple agents may all be trying to reach the same goal.","The goals have different colors in the grid-world environment.","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","","","","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","","","","Confirm your Worker's ID."
"2021/08/23 11:06:38 PM AST","A1NOHUT3JA265I","True","False","True","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","B","A","B","None","None","Plate","None","None","None","Plate","Tomato","None","None","None","None","None","None","None","None","Plate","Tomato","Plate","None","None","Tomato","Plate","None","Plate","None","None","None","None","None","None","None","Plate","None","None","Plate","B","A","B","A1NOHUT3JA265I"
"2021/08/23 11:07:29 PM AST","A3SQ7GVYYMDF8V","True","True","True","Triangle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","A","B","A","Plate","Plate","Plate","Tomato","Plate","Plate","Plate","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Plate","Plate","Plate","Lettuce","Tomato","Plate","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Plate","Plate","Plate","Plate","Plate","Plate","Tomato","Plate","Plate","B","A","B","A3SQ7GVYYMDF8V"
"2021/08/23 11:20:40 PM AST","A2RTUMFZZKA4TW","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","None","None","Lettuce","Tomato","Tomato","None","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","Lettuce","Plate","Tomato","None","None","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","None","None","None","None","Tomato","None","Tomato","A","B","A","A2RTUMFZZKA4TW"
"2021/08/23 11:21:28 PM AST","A1A4W5I56BSH44","True","True","False","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","B","A","B","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Tomato","Tomato","Tomato","Plate","Lettuce","Tomato","A","A","B","A1A4W5I56BSH44"
"2021/08/23 11:25:34 PM AST","A27CRRQN33QGUU","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Circle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Circle goal","Circle goal","Square goal","Circle goal","Triangle goal","A","A","A","Plate","None","None","Plate","Plate","Lettuce","None","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","None","Plate","Plate","Plate","Plate","Lettuce","None","Tomato","Plate","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","None","Plate","Tomato","None","Plate","Tomato","B","A","A","A27CRRQN33QGUU"
"2021/08/23 11:35:38 PM AST","A3UVSQYNP5TFIV","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","B","A","B","Plate","Tomato","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","B","A","B","A3UVSQYNP5TFIV"
"2021/08/23 11:39:55 PM AST","AJ3FNGJCYDHVH","True","True","True","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Lettuce","None","None","None","None","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","B","A","AJ3FNGJCYDHVH"
"2021/08/23 11:41:53 PM AST","A3EDWX2HKPSS8F","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","None","None","None","Plate","None","Lettuce","Tomato","Tomato","Lettuce","Tomato","None","Lettuce","Tomato","None","None","Plate","None","Tomato","Tomato","None","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","None","Tomato","Tomato","None","Tomato","Tomato","Lettuce","Tomato","A","B","A","A3EDWX2HKPSS8F"
"2021/08/23 11:49:00 PM AST","A2GM4AK1FPKFQX","True","False","False","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Circle goal","A","A","B","None","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Tomato","Plate","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Plate","None","Tomato","Lettuce","None","Plate","Lettuce","Tomato","B","A","B","A2GM4AK1FPKFQX"
"2021/08/24 9:37:11 AM AST","A39CRA7P0BQU9L","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","B","A","None","None","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","Lettuce","Plate","Plate","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","Tomato","None","None","Tomato","Lettuce","Tomato","B","A","B","A39CRA7P0BQU9L"
"2021/08/24 9:37:51 AM AST","A14YPOV9J2FAYU","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","None","None","Plate","Plate","None","None","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","None","Plate","Plate","None","None","Plate","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","None","Tomato","A","A","A","A14YPOV9J2FAYU"
"2021/08/24 9:38:05 AM AST","A19ZF22D2NT17S","False","True","True","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","B","B","A","Plate","Tomato","Lettuce","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Lettuce","Plate","Lettuce","Tomato","Plate","Plate","Lettuce","Plate","B","B","A","A19ZF22D2NT17S"
"2021/08/24 9:39:08 AM AST","A204TRM2QP4TVP","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","Plate","None","None","Tomato","Lettuce","Plate","Plate","Lettuce","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","None","Lettuce","None","Lettuce","None","Tomato","Lettuce","Plate","B","A","A","A204TRM2QP4TVP"
"2021/08/24 9:39:17 AM AST","ASVLASI02CC57","True","True","True","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Square goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Triangle goal","A","B","A","Tomato","Tomato","Plate","Lettuce","Plate","Tomato","Plate","Tomato","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Tomato","A","A","B","ASVLASI02CC57"
"2021/08/24 9:39:40 AM AST","A24Z1EYJH4063S","True","True","True","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Circle goal","A","B","A","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Lettuce","Plate","None","Tomato","Lettuce","Plate","Plate","Tomato","Lettuce","None","Plate","Tomato","None","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","None","Tomato","Plate","Tomato","Lettuce","Lettuce","Plate","Tomato","Plate","None","Tomato","A","B","A","A24Z1EYJH4063S"
"2021/08/24 9:41:11 AM AST","A9KEEWZ1DCWVM","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","B","A","Lettuce","None","Tomato","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","Lettuce","Plate","Plate","None","None","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","None","Tomato","None","None","Plate","Lettuce","Tomato","B","A","B","A9KEEWZ1DCWVM"
"2021/08/24 9:41:18 AM AST","A2J4HWE7B71RQ2","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Lettuce","Lettuce","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","None","Lettuce","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Tomato","A","A","B","A2J4HWE7B71RQ2"
"2021/08/24 9:43:32 AM AST","A3K1HM2EKI12KB","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","B","B","A","Lettuce","Lettuce","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","Plate","None","Plate","None","None","Plate","Lettuce","Lettuce","Plate","Lettuce","None","Tomato","Lettuce","None","Tomato","Tomato","None","Tomato","Tomato","Lettuce","B","B","B","A3K1HM2EKI12KB"
"2021/08/24 9:45:26 AM AST","A2NYTDUAQA1MU6","False","True","True","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","A","B","A","Tomato","Plate","None","Tomato","Tomato","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Plate","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","Lettuce","Tomato","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","Lettuce","Lettuce","Plate","A","A","B","A2NYTDUAQA1MU6"
"2021/08/24 9:45:52 AM AST","A25ZSOGGNY1FWI","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","None","Lettuce","None","Plate","Lettuce","Lettuce","Tomato","Lettuce","None","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Plate","Lettuce","B","A","B","A25ZSOGGNY1FWI"
